heartRate,oxygen,activity,label
99.8,98.5,48.4,0
105.4,98.0,45.9,0
100.5,98.1,49.5,0
98.1,94.3,61.0,0
97.3,94.8,67.3,0
97.6,94.4,67.0,0
98.9,94.7,63.8,0
98.1,94.4,74.5,0
102.4,94.0,74.3,0
98.3,95.2,64.0,0
102.6,94.0,79.7,0
101.1,93.8,67.1,0
101.5,94.9,69.3,0
100.0,94.7,70.4,0
97.4,93.9,70.9,0
102.4,95.2,73.6,0
100.5,94.7,66.4,0
99.7,93.9,63.5,0
100.6,94.4,73.2,0
101.1,94.5,72.5,0
99.9,94.6,66.1,0
100.7,94.7,66.4,0
100.1,94.0,67.1,0
97.8,95.0,75.1,0
101.1,95.3,68.8,0
106.1,94.3,71.1,0
99.3,94.6,74.0,0
99.8,95.3,71.0,0
100.6,93.9,71.9,0
99.8,94.1,65.9,0
105.4,94.2,62.5,0
98.7,94.4,72.6,0
101.2,94.7,66.6,0
100.8,93.9,66.7,0
98.3,93.8,75.2,0
101.5,94.9,70.0,0
101.7,93.5,74.2,0
100.5,94.7,71.8,0
98.2,93.6,66.3,0
101.3,94.7,63.0,0
98.2,94.0,68.1,0
97.5,93.7,65.8,0
100.4,93.8,69.3,0
102.3,93.8,68.9,0
102.3,94.2,67.0,0
102.6,94.3,75.4,0
101.1,94.2,72.3,0
100.9,94.9,67.2,0
100.3,94.4,73.5,0
98.2,94.9,72.3,0
97.6,95.0,81.1,0
102.3,95.1,70.4,0
97.0,93.5,71.2,0
99.1,94.0,69.7,0
101.6,93.7,67.7,0
103.3,93.9,74.3,0
99.4,94.7,75.5,0
101.8,94.9,64.2,0
102.6,94.0,71.3,0
100.9,94.7,71.7,0
98.7,93.8,74.4,0
100.8,95.0,69.8,0
97.6,94.9,68.2,0
101.1,94.1,78.3,0
98.7,94.3,70.6,0
98.2,94.6,78.1,0
99.5,94.6,56.3,0
100.4,94.3,66.0,0
102.6,94.3,69.2,0
99.7,93.5,64.4,0
102.4,93.4,66.3,0
99.7,95.3,74.0,0
99.4,95.1,66.4,0
102.5,93.8,75.5,0
99.7,94.0,69.0,0
101.1,94.2,72.9,0
99.4,94.8,72.4,0
100.4,94.3,70.9,0
101.6,95.5,74.9,0
102.5,96.0,72.7,0
101.5,94.8,65.1,0
99.7,94.2,73.4,0
100.2,94.6,75.6,0
102.3,94.4,66.8,0
102.9,94.9,62.2,0
100.0,94.6,74.1,0
102.4,94.6,73.1,0
100.8,94.2,68.9,0
100.7,94.5,60.8,0
99.9,94.5,68.8,0
100.2,94.7,64.8,0
97.4,94.3,74.1,0
104.1,94.9,62.9,0
100.2,94.6,71.2,0
101.8,94.1,70.6,0
101.5,94.9,66.3,0
100.0,93.2,67.2,0
99.7,94.0,71.1,0
100.6,93.4,71.4,0
98.9,94.8,63.9,0
100.8,94.4,71.8,0
101.0,94.4,62.6,0
97.8,94.2,70.3,0
65.2,98.6,66.6,1
62.3,98.9,64.4,1
58.4,98.7,61.5,1
58.1,98.5,61.6,1
62.8,99.2,62.3,1
61.1,97.9,64.4,1
62.5,99.2,63.3,1
63.8,98.1,60.6,1
63.2,99.6,69.3,1
61.7,97.7,56.7,1
62.1,98.6,61.2,1
62.0,98.8,71.5,1
62.2,99.3,66.8,1
61.8,99.2,61.8,1
67.7,98.9,68.6,1
63.1,99.6,70.6,1
58.9,99.3,64.9,1
62.4,98.0,69.3,1
60.9,98.6,65.2,1
66.1,99.6,66.8,1
62.5,98.4,72.1,1
61.7,98.3,71.4,1
61.3,98.5,58.6,1
63.9,99.5,70.1,1
65.4,98.1,67.7,1
60.7,98.3,70.3,1
62.8,97.7,59.9,1
59.9,98.7,76.8,1
65.4,97.5,73.5,1
64.6,97.6,64.9,1
65.0,98.6,59.8,1
64.1,97.3,65.3,1
65.2,98.3,63.9,1
64.7,98.8,72.9,1
64.7,98.8,70.0,1
63.5,98.3,65.1,1
60.6,97.8,64.9,1
63.6,98.9,66.0,1
65.2,98.7,65.1,1
64.4,98.1,72.8,1
64.5,97.6,67.0,1
66.6,98.1,68.4,1
64.4,97.6,68.7,1
60.6,97.8,71.5,1
64.1,97.9,68.4,1
63.4,98.1,69.4,1
62.1,98.1,64.5,1
60.4,97.6,73.9,1
64.4,97.3,58.4,1
63.4,98.8,65.1,1
66.3,98.1,68.4,1
61.1,98.4,64.3,1
65.5,97.5,66.9,1
64.6,97.8,68.0,1
63.4,97.6,74.0,1
66.0,97.5,68.8,1
62.5,97.3,71.1,1
60.6,98.3,64.6,1
63.7,98.0,68.8,1
62.5,98.2,66.4,1
61.7,97.7,72.7,1
67.6,98.1,59.9,1
65.2,98.2,69.4,1
65.9,97.9,65.4,1
63.1,96.7,67.5,1
64.8,98.0,59.1,1
65.7,98.7,66.1,1
64.4,97.8,75.9,1
62.5,97.7,61.7,1
63.5,97.6,72.4,1
68.2,97.8,63.8,1
69.7,97.3,62.8,1
61.2,98.2,70.5,1
69.6,96.8,72.9,1
65.0,97.9,57.3,1
67.8,97.9,65.4,1
66.2,97.1,62.6,1
64.0,96.5,69.8,1
67.4,97.1,67.2,1
64.5,97.6,62.4,1
63.3,97.9,65.2,1
69.2,97.4,60.8,1
67.6,97.7,69.1,1
67.6,97.0,64.8,1
64.9,96.7,64.1,1
68.0,97.4,58.6,1
62.3,98.1,64.9,1
64.1,97.1,58.0,1
68.3,97.0,72.2,1
65.6,97.9,66.6,1
67.3,97.5,68.4,1
66.3,97.0,74.8,1
63.8,97.1,65.3,1
66.5,96.9,66.8,1
65.4,96.3,65.3,1
63.6,96.2,65.9,1
66.8,97.3,68.0,1
62.0,96.4,75.0,1
63.8,97.3,61.7,1
66.1,96.7,67.9,1
87.9,99.1,77.2,0
81.4,98.0,84.1,0
83.7,98.4,76.8,0
83.1,98.1,77.4,0
83.5,98.3,73.8,0
86.3,98.6,76.8,0
86.5,98.6,76.3,0
86.3,99.1,76.9,0
85.5,98.3,73.4,0
86.9,98.9,80.0,0
85.9,98.8,81.2,0
87.2,99.2,77.2,0
88.2,98.8,80.8,0
86.0,98.9,74.0,0
86.8,100.0,75.8,0
85.6,98.5,75.2,0
88.5,98.4,75.3,0
82.3,98.4,69.1,0
86.7,100.0,75.8,0
82.1,99.2,74.0,0
88.1,98.6,74.5,0
85.1,99.1,76.5,0
84.5,98.7,71.3,0
86.3,97.9,75.5,0
87.0,98.9,80.6,0
85.4,99.4,82.3,0
86.4,99.2,81.4,0
84.7,98.1,79.8,0
86.7,99.3,73.0,0
83.8,99.0,77.3,0
81.8,99.0,68.4,0
83.7,99.5,86.8,0
83.2,98.6,77.9,0
89.2,98.5,75.3,0
88.8,98.6,81.3,0
82.7,98.7,69.4,0
83.6,99.2,77.4,0
85.1,98.4,76.6,0
86.3,99.3,64.5,0
84.1,98.9,77.2,0
86.5,99.0,76.1,0
84.7,98.7,83.4,0
84.3,98.8,78.6,0
88.9,98.7,82.5,0
88.2,98.8,76.6,0
85.1,98.7,81.9,0
86.3,99.0,72.0,0
83.9,99.9,76.8,0
84.3,99.6,79.1,0
87.0,98.8,76.1,0
85.5,98.2,77.2,0
86.5,99.8,78.1,0
81.2,98.8,91.4,0
87.6,98.4,80.6,0
84.4,98.2,75.9,0
86.1,97.9,71.9,0
86.0,98.7,79.6,0
83.5,99.2,71.7,0
89.2,98.0,72.2,0
86.8,99.7,79.2,0
87.1,98.9,72.5,0
85.0,98.3,71.3,0
86.8,98.3,79.3,0
83.4,99.0,75.2,0
88.9,99.0,83.8,0
84.5,98.9,72.8,0
85.2,98.8,74.0,0
83.6,98.2,66.0,0
84.0,99.2,69.7,0
83.4,99.8,74.5,0
86.8,99.2,81.0,0
83.1,98.8,69.6,0
91.0,98.1,72.4,0
84.1,98.2,84.4,0
91.0,98.7,71.1,0
81.7,98.8,76.1,0
84.9,99.0,79.6,0
86.9,98.8,72.2,0
87.5,98.9,82.1,0
87.8,98.2,70.5,0
84.7,98.4,81.4,0
87.0,99.5,79.6,0
86.7,99.5,80.0,0
86.4,99.7,78.2,0
85.7,98.5,81.2,0
88.8,98.9,84.2,0
82.4,98.9,77.5,0
84.9,100.0,77.3,0
85.5,99.0,67.6,0
84.8,99.5,74.5,0
84.7,99.6,84.4,0
87.4,98.7,76.5,0
84.8,98.5,72.4,0
85.2,98.5,69.8,0
86.9,99.1,86.2,0
85.1,99.1,79.2,0
85.9,99.4,81.5,0
87.1,98.9,75.9,0
83.7,98.6,74.5,0
84.2,99.2,83.6,0
74.4,96.6,72.1,0
69.9,96.8,79.9,0
72.9,97.8,82.5,0
71.8,96.5,77.7,0
70.7,97.3,77.2,0
72.9,97.0,84.0,0
72.8,96.6,82.9,0
74.4,96.5,75.4,0
72.8,96.8,68.6,0
69.3,96.2,70.5,0
71.1,97.0,74.5,0
72.8,96.0,73.0,0
73.6,96.9,71.7,0
72.8,97.7,75.2,0
71.1,96.6,75.8,0
72.2,96.6,68.1,0
70.5,96.6,74.5,0
71.3,96.5,75.6,0
74.2,96.6,77.3,0
71.4,96.9,77.1,0
74.2,97.0,78.2,0
72.3,96.7,80.6,0
71.2,96.3,76.2,0
73.3,96.2,74.9,0
72.3,95.5,74.1,0
72.2,96.5,82.3,0
70.1,96.2,62.2,0
71.6,96.4,72.7,0
74.7,97.0,75.6,0
71.8,97.1,75.1,0
70.9,95.7,73.0,0
74.0,97.7,75.5,0
71.0,96.0,77.9,0
69.0,96.8,79.3,0
73.4,96.4,78.0,0
72.9,96.2,84.4,0
71.9,96.9,63.1,0
75.1,97.3,75.3,0
73.7,96.8,71.9,0
73.7,96.1,72.1,0
74.8,97.0,71.6,0
71.1,96.2,78.8,0
70.6,96.7,78.9,0
72.4,97.0,73.6,0
72.2,96.0,80.2,0
71.1,96.7,74.7,0
70.5,96.2,82.0,0
73.0,96.0,76.6,0
72.3,98.2,76.5,0
71.9,97.2,65.9,0
72.8,97.5,74.5,0
69.2,96.3,82.3,0
73.4,96.1,71.6,0
71.5,96.7,81.7,0
74.7,96.7,68.4,0
70.0,96.7,68.3,0
72.2,96.6,69.3,0
70.6,96.4,77.5,0
74.8,96.8,75.4,0
71.2,95.9,72.5,0
73.5,96.6,64.5,0
71.1,97.0,75.4,0
69.8,97.6,74.8,0
73.4,96.6,73.1,0
71.2,97.5,80.0,0
74.3,96.7,70.0,0
75.3,96.0,76.4,0
69.4,95.4,76.6,0
71.1,95.4,77.7,0
76.9,97.1,73.7,0
72.7,96.8,80.6,0
72.0,96.4,76.4,0
73.8,96.3,74.3,0
75.5,97.0,77.3,0
76.2,96.2,83.0,0
73.8,98.0,68.9,0
71.4,96.6,76.9,0
76.6,96.0,79.4,0
75.1,96.7,70.1,0
75.6,97.0,77.9,0
73.2,96.5,74.5,0
74.0,96.4,70.6,0
70.7,96.0,76.0,0
72.7,96.5,77.4,0
71.5,97.1,73.5,0
71.9,96.6,65.7,0
71.2,96.8,66.2,0
75.0,97.1,73.0,0
73.4,96.9,72.5,0
74.5,96.0,72.4,0
71.2,96.5,80.6,0
72.4,95.7,69.4,0
73.6,97.2,76.8,0
72.0,96.7,73.6,0
72.1,95.8,81.8,0
67.8,96.7,72.5,0
72.0,97.1,71.2,0
71.5,96.2,76.8,0
72.0,95.5,70.4,0
75.4,96.3,77.0,0
89.9,98.0,64.8,0
91.6,99.0,66.5,0
86.4,98.2,65.0,0
91.2,98.1,64.7,0
91.0,98.3,62.1,0
89.2,99.5,61.2,0
91.3,97.2,65.4,0
89.2,97.8,70.0,0
92.0,98.3,56.0,0
94.7,97.4,72.5,0
93.1,98.3,60.5,0
91.3,97.8,65.0,0
90.5,97.0,70.4,0
90.9,97.7,62.0,0
91.7,97.5,53.5,0
91.8,98.2,63.8,0
88.7,98.0,57.5,0
88.9,97.6,69.0,0
90.2,97.8,74.6,0
91.7,98.2,63.0,0
89.8,96.9,69.7,0
91.8,97.9,64.2,0
92.4,97.2,61.9,0
88.7,98.9,69.2,0
86.5,97.2,64.2,0
90.0,97.3,74.6,0
91.5,98.2,61.4,0
92.3,97.8,63.4,0
92.1,97.2,72.8,0
91.2,98.6,59.5,0
89.0,97.4,66.1,0
91.0,97.7,59.8,0
88.3,98.0,62.5,0
89.5,98.8,64.4,0
93.4,97.7,66.1,0
90.7,97.1,72.0,0
90.5,98.4,61.1,0
90.5,97.5,71.0,0
91.4,98.2,71.7,0
93.1,98.4,57.8,0
89.4,97.5,68.5,0
91.1,97.3,63.9,0
87.8,98.0,56.6,0
91.8,98.2,74.4,0
92.4,97.8,69.0,0
87.9,97.5,66.5,0
86.4,98.0,59.8,0
90.9,97.4,67.0,0
90.7,98.7,64.9,0
89.2,97.9,58.2,0
91.5,98.3,77.2,0
89.4,97.8,62.0,0
91.1,98.2,64.6,0
92.8,97.7,69.8,0
91.7,98.0,63.3,0
95.5,97.6,66.4,0
89.1,98.9,69.3,0
89.3,98.2,66.2,0
89.6,98.4,66.9,0
91.0,98.0,67.1,0
91.0,98.0,61.7,0
94.0,97.4,67.1,0
89.9,98.9,60.4,0
89.1,97.5,66.5,0
87.8,97.7,54.2,0
91.0,97.7,57.5,0
92.7,97.3,68.9,0
89.1,98.8,68.7,0
88.5,97.5,68.0,0
90.0,97.9,71.3,0
89.0,98.0,69.7,0
92.1,97.9,63.5,0
87.0,97.4,66.5,0
90.2,98.0,70.1,0
88.1,97.8,65.9,0
89.0,98.7,69.5,0
91.0,98.9,57.4,0
90.4,98.1,60.4,0
91.0,97.4,68.4,0
92.5,98.1,55.7,0
88.5,98.2,65.1,0
85.0,98.6,65.6,0
88.7,98.5,61.6,0
89.0,98.1,73.9,0
93.6,98.1,67.3,0
91.9,97.3,68.2,0
88.9,98.1,63.8,0
91.3,98.0,49.6,0
90.7,98.3,67.2,0
90.1,98.8,66.5,0
91.2,98.5,66.8,0
88.5,96.7,62.6,0
91.8,97.8,69.0,0
90.6,98.6,63.5,0
91.2,98.2,72.5,0
86.9,97.7,69.2,0
93.4,98.1,63.5,0
91.8,98.4,63.2,0
90.9,98.5,74.4,0
91.7,98.0,64.7,0
78.1,97.7,33.9,0
76.5,96.4,44.3,0
72.2,96.2,49.7,0
79.0,96.2,35.8,0
77.9,97.1,45.3,0
78.6,96.4,40.0,0
76.4,96.2,27.3,0
74.6,96.3,30.2,0
78.4,96.1,20.4,0
75.6,96.5,33.1,0
80.7,96.4,40.5,0
77.6,96.7,31.9,0
77.5,96.3,37.0,0
77.2,96.2,41.1,0
78.5,96.5,36.9,0
77.4,96.3,36.5,0
76.4,96.2,28.0,0
76.9,97.0,32.7,0
82.6,97.1,42.7,0
79.1,97.6,32.2,0
72.4,96.5,39.0,0
77.8,96.8,42.8,0
78.3,97.1,31.5,0
75.3,97.5,36.7,0
76.2,96.4,32.9,0
76.0,96.0,28.7,0
77.0,96.4,41.7,0
78.0,96.8,32.5,0
77.1,96.9,39.8,0
77.2,97.2,36.3,0
78.9,96.4,27.2,0
77.9,97.0,39.1,0
78.2,96.5,32.2,0
78.4,96.9,33.4,0
79.5,96.2,33.3,0
80.5,97.1,34.5,0
77.8,96.7,22.5,0
75.4,96.6,34.5,0
77.7,97.2,34.7,0
75.1,96.8,34.6,0
76.9,96.5,47.5,0
72.7,96.5,36.3,0
75.6,97.1,40.4,0
77.0,96.5,35.7,0
76.9,96.6,35.4,0
77.6,97.0,30.2,0
75.0,95.8,40.7,0
77.6,96.9,29.2,0
80.6,96.3,37.2,0
78.7,96.1,33.6,0
77.4,98.1,37.8,0
80.2,97.2,38.2,0
75.0,97.2,28.9,0
80.2,96.7,23.1,0
76.3,97.0,35.2,0
78.4,96.2,29.8,0
76.8,96.6,34.6,0
79.3,96.2,38.0,0
77.0,95.8,29.8,0
76.9,97.6,39.3,0
73.4,95.1,40.1,0
76.6,97.2,32.0,0
77.5,97.0,34.2,0
75.9,96.6,39.1,0
76.7,97.1,34.1,0
74.1,97.6,33.4,0
75.6,96.6,36.8,0
75.9,96.6,36.2,0
77.1,95.4,45.9,0
76.4,96.9,29.6,0
75.7,96.3,43.8,0
75.5,97.0,33.2,0
75.7,96.5,42.9,0
72.8,95.9,26.7,0
74.4,96.2,28.4,0
75.1,95.6,31.4,0
79.0,96.8,37.4,0
74.5,95.8,30.8,0
76.4,97.0,41.0,0
77.8,96.2,36.6,0
75.9,96.5,46.7,0
73.0,96.5,42.6,0
73.5,96.3,33.9,0
76.0,95.8,39.5,0
77.8,96.8,32.2,0
76.6,96.1,34.9,0
80.7,96.6,30.6,0
76.7,95.9,30.6,0
74.3,96.3,41.3,0
77.5,96.8,31.1,0
75.2,96.7,33.4,0
75.8,96.8,34.8,0
76.7,97.4,35.7,0
78.6,96.8,29.3,0
74.1,96.1,32.3,0
76.1,96.9,42.9,0
76.8,96.3,26.2,0
76.3,96.6,37.5,0
80.4,97.2,40.6,0
74.2,96.3,36.2,0
94.0,94.4,56.4,0
93.4,94.7,52.4,0
91.4,93.5,57.1,0
96.4,94.4,58.9,0
96.1,94.6,46.9,0
97.5,94.5,49.5,0
92.7,94.4,43.1,0
95.4,93.8,53.3,0
92.9,94.1,47.7,0
93.6,95.2,58.4,0
94.7,94.3,55.6,0
96.2,93.9,51.0,0
90.3,94.8,61.7,0
94.1,93.2,54.5,0
92.1,94.0,54.5,0
94.4,94.0,48.1,0
94.1,94.1,45.8,0
93.2,94.5,50.5,0
91.0,94.8,37.7,0
92.9,94.0,52.1,0
94.9,94.9,47.8,0
95.0,94.4,42.8,0
97.6,93.6,53.4,0
94.6,94.5,48.9,0
95.4,93.5,51.0,0
92.6,94.0,53.5,0
95.9,94.2,55.2,0
93.8,93.9,50.0,0
93.1,94.0,53.5,0
94.2,93.6,43.1,0
94.6,93.9,52.8,0
95.3,93.7,44.2,0
97.0,94.5,49.2,0
91.8,94.1,45.3,0
95.4,94.0,56.7,0
92.8,93.8,49.1,0
88.4,94.3,50.4,0
95.3,93.4,57.1,0
95.2,95.0,51.0,0
95.6,93.7,54.8,0
92.0,93.6,45.6,0
93.6,94.0,53.1,0
89.9,93.3,58.1,0
95.4,93.9,51.2,0
95.6,94.6,52.0,0
95.7,94.0,51.4,0
93.5,94.3,49.3,0
93.6,94.4,46.0,0
95.1,93.9,50.1,0
92.9,94.6,40.6,0
95.2,94.1,57.3,0
92.5,94.4,60.7,0
92.9,95.1,51.4,0
94.3,94.5,55.4,0
92.0,94.0,48.0,0
93.6,94.3,54.7,0
96.0,94.0,47.5,0
90.5,95.5,52.7,0
94.3,93.8,51.1,0
94.4,94.3,56.5,0
98.0,94.0,46.0,0
91.6,95.3,56.3,0
93.0,94.5,47.0,0
95.1,94.3,49.8,0
94.5,94.4,49.9,0
93.3,94.9,59.3,0
94.4,94.9,50.1,0
91.8,94.8,51.9,0
90.4,94.3,50.7,0
92.2,95.2,53.5,0
96.0,94.6,51.5,0
91.3,94.5,51.1,0
90.5,94.2,49.4,0
94.0,94.8,48.1,0
94.1,94.4,36.7,0
92.2,95.1,42.6,0
93.4,95.3,47.2,0
93.1,93.9,59.1,0
93.0,94.6,57.8,0
94.4,94.1,47.8,0
94.1,94.2,40.4,0
93.0,93.8,59.1,0
93.4,94.1,47.5,0
89.3,94.0,56.1,0
97.5,94.9,50.5,0
92.2,94.1,61.3,0
92.6,95.6,57.9,0
89.5,94.2,47.6,0
92.8,94.6,65.9,0
90.8,94.7,54.0,0
93.0,94.6,45.7,0
93.2,94.8,52.6,0
94.1,95.3,55.6,0
93.1,94.0,47.9,0
92.5,94.7,48.5,0
91.0,94.0,42.6,0
92.4,93.9,45.9,0
92.1,93.9,52.8,0
94.4,94.3,48.7,0
93.9,94.3,47.0,0
96.8,97.1,38.1,0
94.2,97.1,36.3,0
96.5,96.1,35.2,0
98.9,96.6,36.7,0
93.0,97.1,34.2,0
94.4,97.3,34.4,0
96.4,97.3,43.2,0
95.1,98.6,43.2,0
95.5,96.5,37.4,0
97.7,97.8,45.3,0
96.4,96.3,40.4,0
92.4,96.2,39.1,0
95.9,97.4,40.4,0
95.9,96.5,37.4,0
91.9,95.9,41.6,0
93.4,97.4,43.5,0
93.7,97.2,34.6,0
91.2,97.0,35.6,0
94.0,97.9,30.3,0
95.7,96.5,42.5,0
95.5,97.2,33.2,0
93.4,97.4,46.8,0
95.9,96.5,39.7,0
99.8,97.0,45.3,0
93.5,97.0,41.1,0
95.8,96.6,33.9,0
97.0,97.6,45.5,0
98.6,97.0,36.4,0
97.7,97.3,33.1,0
92.9,97.2,37.1,0
95.0,97.5,41.8,0
97.7,96.0,39.3,0
96.4,96.2,34.7,0
93.4,97.0,46.1,0
99.1,96.6,40.6,0
96.2,97.2,40.0,0
95.7,97.8,43.5,0
93.0,97.4,42.5,0
95.7,97.6,39.0,0
95.5,97.1,27.9,0
94.9,96.7,32.1,0
98.0,97.3,37.9,0
94.0,97.2,43.0,0
93.5,97.0,42.4,0
91.3,97.0,35.9,0
94.9,96.8,38.7,0
99.0,96.9,39.5,0
99.2,96.8,47.1,0
95.2,97.9,41.8,0
95.8,97.0,34.9,0
95.3,97.5,38.0,0
94.6,96.9,43.0,0
97.7,96.7,34.7,0
96.0,97.8,43.8,0
92.7,96.9,33.4,0
94.7,97.9,31.0,0
92.0,96.6,39.5,0
96.5,97.3,44.0,0
91.7,97.7,36.5,0
96.7,96.4,38.1,0
95.8,97.6,30.2,0
95.4,96.5,40.6,0
96.9,97.7,35.4,0
97.2,97.7,29.9,0
96.5,97.6,36.8,0
92.9,97.5,32.1,0
95.0,97.1,41.7,0
94.1,96.7,38.6,0
97.4,98.2,30.6,0
96.0,96.5,43.2,0
93.5,96.7,35.2,0
95.2,97.3,40.5,0
95.4,96.4,41.8,0
95.3,97.7,34.6,0
92.2,97.1,44.6,0
95.7,97.0,33.8,0
98.9,96.6,34.5,0
96.6,96.2,44.5,0
96.7,97.6,40.9,0
95.1,96.6,37.4,0
93.5,97.4,42.2,0
98.4,97.3,42.8,0
94.9,96.9,40.5,0
94.7,97.3,32.9,0
93.7,97.4,42.6,0
93.5,97.5,35.5,0
95.6,97.8,42.2,0
97.1,98.1,34.7,0
93.6,96.8,36.9,0
90.8,97.0,35.5,0
97.1,97.3,35.2,0
96.7,97.5,34.3,0
94.6,96.0,32.7,0
94.1,97.2,33.5,0
94.6,96.5,39.1,0
96.5,97.3,38.3,0
92.5,96.8,36.2,0
94.8,97.2,45.3,0
97.2,96.7,41.6,0
96.9,96.8,42.5,0
66.6,97.7,45.9,0
66.0,97.2,40.6,0
60.9,98.0,39.0,0
65.6,97.9,48.1,0
62.9,97.7,53.4,0
68.8,98.2,46.8,0
63.3,98.1,44.3,0
66.5,97.4,44.2,0
65.7,97.8,47.5,0
64.2,97.0,53.2,0
70.3,97.9,38.4,0
63.8,97.9,51.8,0
62.9,97.6,46.0,0
67.1,97.5,37.2,0
66.6,98.2,44.6,0
66.2,97.4,40.8,0
67.4,97.9,47.5,0
68.4,97.1,42.3,0
65.7,97.4,48.9,0
65.0,97.2,45.3,0
65.7,98.1,47.0,0
66.3,97.8,44.0,0
63.9,97.8,43.3,0
68.7,98.3,48.1,0
66.1,97.6,38.7,0
64.9,97.7,46.1,0
66.3,98.1,41.5,0
64.0,98.4,48.8,0
64.6,97.6,44.4,0
65.4,97.9,57.6,0
65.7,98.0,36.5,0
64.4,98.2,46.9,0
56.6,98.0,54.5,0
61.4,98.4,31.1,0
67.2,97.6,33.2,0
66.3,98.2,46.7,0
66.5,97.4,35.6,0
66.8,98.5,50.5,0
61.4,96.8,40.7,0
62.2,97.6,46.9,0
62.5,98.0,47.9,0
64.3,97.5,35.1,0
64.7,97.6,45.7,0
66.1,97.7,43.5,0
66.0,98.1,44.4,0
66.0,97.5,41.6,0
66.4,97.3,46.8,0
65.4,97.4,43.2,0
64.4,96.7,46.7,0
65.8,98.0,42.2,0
69.2,97.4,40.4,0
63.4,96.7,52.5,0
68.1,97.8,40.3,0
69.0,97.4,43.5,0
68.3,97.9,55.8,0
65.9,97.3,41.7,0
61.7,97.4,50.5,0
66.6,97.5,39.8,0
65.9,98.0,46.9,0
65.7,97.1,49.1,0
59.1,97.7,57.6,0
62.4,97.4,44.7,0
64.5,98.0,47.1,0
65.7,97.9,44.8,0
71.8,97.6,45.7,0
62.0,97.2,50.5,0
62.7,96.4,44.9,0
68.1,97.5,43.0,0
61.7,97.7,48.0,0
61.8,98.0,48.5,0
67.7,97.8,48.0,0
66.5,97.9,35.6,0
62.4,97.1,44.0,0
66.2,97.6,50.3,0
67.7,97.0,45.9,0
63.7,97.4,46.3,0
58.6,98.7,47.5,0
64.2,98.4,42.9,0
65.7,97.2,52.9,0
65.2,97.5,50.7,0
66.6,97.4,50.2,0
70.5,97.6,45.2,0
65.8,98.1,41.6,0
64.9,96.7,38.7,0
64.4,97.4,53.5,0
66.5,97.0,41.0,0
68.2,98.0,44.8,0
64.5,98.0,39.6,0
66.2,98.5,45.6,0
63.9,97.6,42.2,0
62.6,97.8,50.2,0
64.8,97.2,39.8,0
65.1,97.1,39.5,0
69.2,97.6,47.4,0
67.2,97.8,42.5,0
66.0,97.2,46.8,0
66.1,97.2,37.9,0
65.7,97.3,35.1,0
66.5,97.9,57.2,0
64.7,97.1,39.0,0
91.9,95.2,19.9,0
91.4,95.9,25.2,0
94.9,96.3,27.6,0
94.9,96.2,22.6,0
94.1,96.5,26.0,0
89.2,95.5,21.4,0
93.6,95.9,28.5,0
94.7,96.6,28.8,0
90.1,96.2,19.7,0
88.8,95.8,29.4,0
93.1,97.0,23.6,0
97.1,96.1,22.9,0
89.6,96.5,20.2,0
90.9,96.6,28.5,0
94.5,95.8,22.5,0
92.1,96.4,30.5,0
93.0,97.0,27.2,0
91.8,96.4,31.2,0
96.3,96.6,22.8,0
91.9,96.3,31.1,0
93.2,96.2,23.0,0
91.7,95.9,23.4,0
95.8,95.9,22.9,0
90.7,96.4,29.5,0
95.7,96.1,25.5,0
92.2,96.3,24.2,0
92.6,96.1,24.9,0
91.9,95.9,31.2,0
97.9,95.5,16.4,0
90.6,96.0,27.1,0
93.7,96.2,25.3,0
91.2,96.0,22.5,0
89.4,95.5,17.0,0
94.2,96.2,25.7,0
89.0,95.3,25.9,0
87.1,96.7,13.5,0
94.4,95.7,27.9,0
99.1,95.0,26.1,0
89.1,96.3,21.6,0
93.0,95.7,26.5,0
89.9,96.7,20.5,0
90.0,96.9,22.2,0
96.6,96.7,18.6,0
92.7,96.2,30.2,0
93.7,96.2,21.6,0
92.8,96.8,22.6,0
92.1,95.9,19.8,0
90.1,95.8,30.0,0
92.5,96.5,10.1,0
94.1,96.1,20.1,0
93.3,95.9,11.9,0
94.8,96.3,21.0,0
91.1,95.4,23.6,0
96.2,96.3,15.6,0
93.5,96.2,26.8,0
94.3,94.7,25.2,0
91.1,95.5,21.6,0
93.9,95.4,26.0,0
94.6,96.2,18.1,0
91.2,96.7,14.9,0
95.3,96.1,22.0,0
89.8,96.1,25.5,0
90.5,96.5,22.9,0
91.9,96.7,11.4,0
93.9,97.0,29.7,0
94.0,96.1,19.3,0
92.7,96.5,18.4,0
94.8,97.3,22.1,0
90.6,95.6,26.3,0
93.2,96.7,19.8,0
95.0,96.2,18.8,0
92.6,95.7,32.4,0
93.2,96.6,19.7,0
91.3,96.2,27.9,0
92.4,95.8,23.2,0
94.5,97.1,24.2,0
94.8,96.6,16.6,0
91.6,95.7,15.7,0
95.1,96.4,22.8,0
88.3,97.3,17.9,0
97.7,95.6,18.3,0
89.2,96.5,16.9,0
91.4,95.6,26.2,0
95.0,97.2,18.9,0
94.1,95.7,20.7,0
92.6,96.6,27.4,0
95.7,95.9,27.3,0
93.6,96.2,18.8,0
92.6,97.2,23.9,0
94.1,96.2,34.5,0
96.4,96.0,20.9,0
93.3,96.4,18.8,0
94.7,97.1,15.7,0
91.6,96.1,20.1,0
97.8,96.9,27.0,0
